Input,,,Output
0.500000, 98.313000,,-1.230280, -1.617269
0.500000, 98.314000,,-1.230769, -1.611273
0.500000, 98.315000,,-1.231196, -1.605186
0.500000, 98.316000,,-1.231592, -1.599158
0.500000, 98.317000,,-1.231977, -1.593086
0.500000, 98.318000,,-1.232443, -1.587015
0.500000, 98.319000,,-1.232808, -1.581044
0.500000, 98.320000,,-1.233162, -1.575064
0.500000, 98.321000,,-1.233448, -1.569007
0.500000, 98.322000,,-1.233747, -1.562998
0.500000, 98.323000,,-1.234071, -1.557017
0.500000, 98.324000,,-1.234375, -1.550977
0.500000, 98.325000,,-1.234598, -1.544991
0.500000, 98.326000,,-1.234850, -1.538976
0.500000, 98.327000,,-1.235041, -1.533025
0.500000, 98.328000,,-1.235301, -1.527037
0.500000, 98.329000,,-1.235440, -1.521081
0.500000, 98.330000,,-1.235646, -1.515070
0.500000, 98.331000,,-1.235748, -1.509174
0.500000, 98.332000,,-1.235899, -1.503145
0.500000, 98.333000,,-1.236029, -1.497221
0.500000, 98.334000,,-1.236105, -1.491303
0.500000, 98.335000,,-1.236227, -1.485352
0.500000, 98.336000,,-1.236301, -1.479412
0.500000, 98.337000,,-1.236347, -1.473488
0.500000, 98.338000,,-1.236384, -1.467606
0.500000, 98.339000,,-1.236394, -1.461669
0.500000, 98.340000,,-1.236378, -1.455706
0.500000, 98.341000,,-1.236315, -1.449858
0.500000, 98.342000,,-1.236332, -1.443915
0.500000, 98.343000,,-1.236241, -1.438042
0.500000, 98.344000,,-1.236154, -1.432127
0.500000, 98.345000,,-1.236039, -1.426233
0.500000, 98.346000,,-1.235958, -1.420414
0.500000, 98.347000,,-1.235842, -1.414527
0.500000, 98.348000,,-1.235715, -1.408664
0.500000, 98.349000,,-1.235520, -1.402747
0.500000, 98.350000,,-1.235332, -1.396990
0.500000, 98.351000,,-1.235165, -1.391110
0.500000, 98.352000,,-1.234954, -1.385269
0.500000, 98.353000,,-1.234692, -1.379414
0.500000, 98.354000,,-1.234437, -1.373646
0.500000, 98.355000,,-1.234113, -1.367791
0.500000, 98.356000,,-1.233934, -1.361982
0.500000, 98.357000,,-1.233563, -1.356192
0.500000, 98.358000,,-1.233311, -1.350364
0.500000, 98.359000,,-1.232932, -1.344607
0.500000, 98.360000,,-1.232602, -1.338871
0.500000, 98.361000,,-1.232237, -1.333070
0.500000, 98.362000,,-1.231873, -1.327270
0.500000, 98.363000,,-1.231457, -1.321501
0.500000, 98.364000,,-1.231054, -1.315784
0.500000, 98.365000,,-1.230560, -1.309980
0.500000, 98.366000,,-1.230129, -1.304239
0.500000, 98.367000,,-1.229700, -1.298481
0.500000, 98.368000,,-1.229179, -1.292769
0.500000, 98.369000,,-1.228667, -1.287084
0.500000, 98.370000,,-1.228184, -1.281357
0.500000, 98.371000,,-1.227598, -1.275649
0.500000, 98.372000,,-1.227053, -1.269964
0.500000, 98.373000,,-1.226553, -1.264315
0.500000, 98.374000,,-1.225928, -1.258596
0.500000, 98.375000,,-1.225330, -1.252917
0.500000, 98.376000,,-1.224701, -1.247285
0.500000, 98.377000,,-1.224111, -1.241596
0.500000, 98.378000,,-1.223391, -1.235993
0.500000, 98.379000,,-1.222746, -1.230267
0.500000, 98.380000,,-1.222057, -1.224714
0.500000, 98.381000,,-1.221402, -1.219053
0.500000, 98.382000,,-1.220685, -1.213409
0.500000, 98.383000,,-1.219967, -1.207812
0.500000, 98.384000,,-1.219202, -1.202228
0.500000, 98.385000,,-1.218429, -1.196633
0.500000, 98.386000,,-1.217653, -1.191071
0.500000, 98.387000,,-1.216833, -1.185460
0.500000, 98.388000,,-1.216049, -1.179970
0.500000, 98.389000,,-1.215198, -1.174333
0.500000, 98.390000,,-1.214391, -1.168846
0.500000, 98.391000,,-1.213491, -1.163241
0.500000, 98.392000,,-1.212605, -1.157750
0.500000, 98.393000,,-1.211728, -1.152217
0.500000, 98.394000,,-1.210834, -1.146704
0.500000, 98.395000,,-1.209886, -1.141170
0.500000, 98.396000,,-1.208963, -1.135706
0.500000, 98.397000,,-1.207971, -1.130262
0.500000, 98.398000,,-1.207078, -1.124759
0.500000, 98.399000,,-1.206046, -1.119218
0.500000, 98.400000,,-1.205040, -1.113813
0.500000, 98.401000,,-1.204045, -1.108371
0.500000, 98.402000,,-1.203011, -1.102897
0.500000, 98.403000,,-1.201949, -1.097465
0.500000, 98.404000,,-1.200890, -1.092071
0.500000, 98.405000,,-1.199809, -1.086622
0.500000, 98.406000,,-1.198719, -1.081224
0.500000, 98.407000,,-1.197609, -1.075817
0.500000, 98.408000,,-1.196457, -1.070459
0.500000, 98.409000,,-1.195332, -1.065070
0.500000, 98.410000,,-1.194217, -1.059688
0.500000, 98.411000,,-1.193042, -1.054320
0.500000, 98.412000,,-1.191840, -1.048959
0.500000, 98.413000,,-1.190586, -1.043596
0.500000, 98.414000,,-1.189405, -1.038269
0.500000, 98.415000,,-1.188187, -1.032962
0.500000, 98.416000,,-1.186899, -1.027675
0.500000, 98.417000,,-1.185681, -1.022348
0.500000, 98.418000,,-1.184393, -1.017075
0.500000, 98.419000,,-1.183084, -1.011769
0.500000, 98.420000,,-1.181810, -1.006475
0.500000, 98.421000,,-1.180496, -1.001236
0.500000, 98.422000,,-1.179132, -0.995994
0.500000, 98.423000,,-1.177814, -0.990769
0.500000, 98.424000,,-1.176461, -0.985520
0.500000, 98.425000,,-1.175026, -0.980303
0.500000, 98.426000,,-1.173668, -0.975063
0.500000, 98.427000,,-1.172239, -0.969880
0.500000, 98.428000,,-1.170822, -0.964642
0.500000, 98.429000,,-1.169367, -0.959480
0.500000, 98.430000,,-1.167959, -0.954345
0.500000, 98.431000,,-1.166450, -0.949189
0.500000, 98.432000,,-1.165015, -0.944050
0.500000, 98.433000,,-1.163490, -0.938897
0.500000, 98.434000,,-1.162004, -0.933758
0.500000, 98.435000,,-1.160435, -0.928647
0.500000, 98.436000,,-1.158961, -0.923567
0.500000, 98.437000,,-1.157384, -0.918439
0.500000, 98.438000,,-1.155843, -0.913409
0.500000, 98.439000,,-1.154171, -0.908277
0.500000, 98.440000,,-1.152633, -0.903222
0.500000, 98.441000,,-1.151034, -0.898209
0.500000, 98.442000,,-1.149437, -0.893102
0.500000, 98.443000,,-1.147753, -0.888092
0.500000, 98.444000,,-1.146135, -0.883049
0.500000, 98.445000,,-1.144435, -0.878102
0.500000, 98.446000,,-1.142780, -0.873019
0.500000, 98.447000,,-1.141114, -0.868063
0.500000, 98.448000,,-1.139402, -0.863148
0.500000, 98.449000,,-1.137697, -0.858145
0.500000, 98.450000,,-1.135997, -0.853209
0.500000, 98.451000,,-1.134201, -0.848238
0.500000, 98.452000,,-1.132496, -0.843298
0.500000, 98.453000,,-1.130662, -0.838455
0.500000, 98.454000,,-1.128858, -0.833462
0.500000, 98.455000,,-1.127119, -0.828608
0.500000, 98.456000,,-1.125285, -0.823698
0.500000, 98.457000,,-1.123475, -0.818836
0.500000, 98.458000,,-1.121644, -0.813979
0.500000, 98.459000,,-1.119741, -0.809124
0.500000, 98.460000,,-1.117901, -0.804269
0.500000, 98.461000,,-1.116035, -0.799445
0.500000, 98.462000,,-1.114136, -0.794644
0.500000, 98.463000,,-1.112212, -0.789869
0.500000, 98.464000,,-1.110312, -0.785066
0.500000, 98.465000,,-1.108441, -0.780228
0.500000, 98.466000,,-1.106468, -0.775499
0.500000, 98.467000,,-1.104506, -0.770743
0.500000, 98.468000,,-1.102536, -0.765957
0.500000, 98.469000,,-1.100554, -0.761251
0.500000, 98.470000,,-1.098553, -0.756547
0.500000, 98.471000,,-1.096547, -0.751782
0.500000, 98.472000,,-1.094594, -0.747157
0.500000, 98.473000,,-1.092556, -0.742447
0.500000, 98.474000,,-1.090461, -0.737789
0.500000, 98.475000,,-1.088392, -0.733137
0.500000, 98.476000,,-1.086338, -0.728459
0.500000, 98.477000,,-1.084259, -0.723850
0.500000, 98.478000,,-1.082194, -0.719245
0.500000, 98.479000,,-1.080080, -0.714625
0.500000, 98.480000,,-1.077963, -0.710026
0.500000, 98.481000,,-1.075802, -0.705504
0.500000, 98.482000,,-1.073709, -0.700828
0.500000, 98.483000,,-1.071566, -0.696274
0.500000, 98.484000,,-1.069406, -0.691782
0.500000, 98.485000,,-1.067194, -0.687193
0.500000, 98.486000,,-1.065018, -0.682693
0.500000, 98.487000,,-1.062757, -0.678219
0.500000, 98.488000,,-1.060581, -0.673701
0.500000, 98.489000,,-1.058381, -0.669172
0.500000, 98.490000,,-1.056143, -0.664727
0.500000, 98.491000,,-1.053940, -0.660283
0.500000, 98.492000,,-1.051693, -0.655834
0.500000, 98.493000,,-1.049370, -0.651437
0.500000, 98.494000,,-1.047121, -0.646965
0.500000, 98.495000,,-1.044774, -0.642618
0.500000, 98.496000,,-1.042501, -0.638125
0.500000, 98.497000,,-1.040149, -0.633820
0.500000, 98.498000,,-1.037764, -0.629423
0.500000, 98.499000,,-1.035524, -0.625049
0.500000, 98.500000,,-1.033221, -0.620721
0.500000, 98.501000,,-1.030792, -0.616386
0.500000, 98.502000,,-1.028435, -0.612117
0.500000, 98.503000,,-1.026082, -0.607832
0.500000, 98.504000,,-1.023715, -0.603539
0.500000, 98.505000,,-1.021299, -0.599227
0.500000, 98.506000,,-1.018903, -0.594968
0.500000, 98.507000,,-1.016424, -0.590706
0.500000, 98.508000,,-1.014046, -0.586486
0.500000, 98.509000,,-1.011582, -0.582241
0.500000, 98.510000,,-1.009150, -0.578071
0.500000, 98.511000,,-1.006625, -0.573900
0.500000, 98.512000,,-1.004169, -0.569728
0.500000, 98.513000,,-1.001658, -0.565546
0.500000, 98.514000,,-0.999195, -0.561361
0.500000, 98.515000,,-0.996692, -0.557273
0.500000, 98.516000,,-0.994161, -0.553139
0.500000, 98.517000,,-0.991611, -0.549030
0.500000, 98.518000,,-0.989080, -0.544913
0.500000, 98.519000,,-0.986557, -0.540846
0.500000, 98.520000,,-0.984056, -0.536687
0.500000, 98.521000,,-0.981436, -0.532662
0.500000, 98.522000,,-0.978854, -0.528672
0.500000, 98.523000,,-0.976259, -0.524593
0.500000, 98.524000,,-0.973637, -0.520579
0.500000, 98.525000,,-0.971053, -0.516623
0.500000, 98.526000,,-0.968459, -0.512600
0.500000, 98.527000,,-0.965775, -0.508604
0.500000, 98.528000,,-0.963196, -0.504672
0.500000, 98.529000,,-0.960494, -0.500723
0.500000, 98.530000,,-0.957854, -0.496775
0.500000, 98.531000,,-0.955194, -0.492885
0.500000, 98.532000,,-0.952526, -0.488969
0.500000, 98.533000,,-0.949787, -0.485089
0.500000, 98.534000,,-0.947137, -0.481212
0.500000, 98.535000,,-0.944417, -0.477351
0.500000, 98.536000,,-0.941704, -0.473443
0.500000, 98.537000,,-0.938974, -0.469652
0.500000, 98.538000,,-0.936219, -0.465862
0.500000, 98.539000,,-0.933535, -0.462027
0.500000, 98.540000,,-0.930787, -0.458250
0.500000, 98.541000,,-0.928071, -0.454445
0.500000, 98.542000,,-0.925262, -0.450689
0.500000, 98.543000,,-0.922464, -0.446994
0.500000, 98.544000,,-0.919669, -0.443220
0.500000, 98.545000,,-0.916891, -0.439494
0.500000, 98.546000,,-0.914116, -0.435828
0.500000, 98.547000,,-0.911277, -0.432103
0.500000, 98.548000,,-0.908454, -0.428474
0.500000, 98.549000,,-0.905632, -0.424791
0.500000, 98.550000,,-0.902814, -0.421095
0.500000, 98.551000,,-0.899986, -0.417483
0.500000, 98.552000,,-0.897116, -0.413901
0.500000, 98.553000,,-0.894276, -0.410290
0.500000, 98.554000,,-0.891430, -0.406718
0.500000, 98.555000,,-0.888529, -0.403114
0.500000, 98.556000,,-0.885622, -0.399548
0.500000, 98.557000,,-0.882773, -0.395982
0.500000, 98.558000,,-0.879827, -0.392484
0.500000, 98.559000,,-0.876905, -0.388943
0.500000, 98.560000,,-0.874045, -0.385496
0.500000, 98.561000,,-0.871126, -0.382000
0.500000, 98.562000,,-0.868163, -0.378545
0.500000, 98.563000,,-0.865228, -0.375033
0.500000, 98.564000,,-0.862283, -0.371590
0.500000, 98.565000,,-0.859331, -0.368211
0.500000, 98.566000,,-0.856399, -0.364785
0.500000, 98.567000,,-0.853398, -0.361394
0.500000, 98.568000,,-0.850441, -0.358019
0.500000, 98.569000,,-0.847408, -0.354648
0.500000, 98.570000,,-0.844417, -0.351283
0.500000, 98.571000,,-0.841422, -0.347921
0.500000, 98.572000,,-0.838440, -0.344627
0.500000, 98.573000,,-0.835425, -0.341328
0.500000, 98.574000,,-0.832455, -0.337990
0.500000, 98.575000,,-0.829392, -0.334737
0.500000, 98.576000,,-0.826390, -0.331527
0.500000, 98.577000,,-0.823349, -0.328227
0.500000, 98.578000,,-0.820243, -0.324981
0.500000, 98.579000,,-0.817265, -0.321847
0.500000, 98.580000,,-0.814155, -0.318613
0.500000, 98.581000,,-0.811143, -0.315372
0.500000, 98.582000,,-0.808023, -0.312264
0.500000, 98.583000,,-0.804909, -0.309092
0.500000, 98.584000,,-0.801841, -0.305928
0.500000, 98.585000,,-0.798779, -0.302805
0.500000, 98.586000,,-0.795627, -0.299721
0.500000, 98.587000,,-0.792604, -0.296617
0.500000, 98.588000,,-0.789416, -0.293524
0.500000, 98.589000,,-0.786302, -0.290484
0.500000, 98.590000,,-0.783186, -0.287483
0.500000, 98.591000,,-0.780085, -0.284388
0.500000, 98.592000,,-0.776927, -0.281341
0.500000, 98.593000,,-0.773804, -0.278431
0.500000, 98.594000,,-0.770663, -0.275398
0.500000, 98.595000,,-0.767496, -0.272431
0.500000, 98.596000,,-0.764331, -0.269461
0.500000, 98.597000,,-0.761181, -0.266523
0.500000, 98.598000,,-0.758031, -0.263600
0.500000, 98.599000,,-0.754796, -0.260650
0.500000, 98.600000,,-0.751684, -0.257783
0.500000, 98.601000,,-0.748473, -0.254910
0.500000, 98.602000,,-0.745282, -0.252036
0.500000, 98.603000,,-0.742063, -0.249191
0.500000, 98.604000,,-0.738899, -0.246360
0.500000, 98.605000,,-0.735683, -0.243539
0.500000, 98.606000,,-0.732402, -0.240754
0.500000, 98.607000,,-0.729238, -0.237954
0.500000, 98.608000,,-0.725989, -0.235185
0.500000, 98.609000,,-0.722821, -0.232453
0.500000, 98.610000,,-0.719569, -0.229679
0.500000, 98.611000,,-0.716315, -0.226955
0.500000, 98.612000,,-0.713102, -0.224262
0.500000, 98.613000,,-0.709821, -0.221564
0.500000, 98.614000,,-0.706574, -0.218889
0.500000, 98.615000,,-0.703320, -0.216240
0.500000, 98.616000,,-0.700092, -0.213569
0.500000, 98.617000,,-0.696763, -0.210943
0.500000, 98.618000,,-0.693496, -0.208327
0.500000, 98.619000,,-0.690272, -0.205699
0.500000, 98.620000,,-0.686957, -0.203164
0.500000, 98.621000,,-0.683666, -0.200583
0.500000, 98.622000,,-0.680401, -0.198015
0.500000, 98.623000,,-0.677108, -0.195467
0.500000, 98.624000,,-0.673831, -0.192992
0.500000, 98.625000,,-0.670539, -0.190437
0.500000, 98.626000,,-0.667239, -0.187953
0.500000, 98.627000,,-0.663920, -0.185494
0.500000, 98.628000,,-0.660629, -0.183002
0.500000, 98.629000,,-0.657344, -0.180585
0.500000, 98.630000,,-0.653971, -0.178171
0.500000, 98.631000,,-0.650612, -0.175764
0.500000, 98.632000,,-0.647322, -0.173350
0.500000, 98.633000,,-0.644037, -0.170968
0.500000, 98.634000,,-0.640718, -0.168565
0.500000, 98.635000,,-0.637358, -0.166256
0.500000, 98.636000,,-0.634034, -0.163942
0.500000, 98.637000,,-0.630682, -0.161605
0.500000, 98.638000,,-0.627339, -0.159272
0.500000, 98.639000,,-0.623976, -0.157052
0.500000, 98.640000,,-0.620658, -0.154729
0.500000, 98.641000,,-0.617327, -0.152496
0.500000, 98.642000,,-0.613919, -0.150215
0.500000, 98.643000,,-0.610566, -0.147994
0.500000, 98.644000,,-0.607178, -0.145782
0.500000, 98.645000,,-0.603863, -0.143607
0.500000, 98.646000,,-0.600486, -0.141420
0.500000, 98.647000,,-0.597120, -0.139260
0.500000, 98.648000,,-0.593704, -0.137112
0.500000, 98.649000,,-0.590356, -0.134997
0.500000, 98.650000,,-0.586964, -0.132879
0.500000, 98.651000,,-0.583557, -0.130768
0.500000, 98.652000,,-0.580233, -0.128700
0.500000, 98.653000,,-0.576851, -0.126609
0.500000, 98.654000,,-0.573472, -0.124587
0.500000, 98.655000,,-0.570101, -0.122570
0.500000, 98.656000,,-0.566678, -0.120493
0.500000, 98.657000,,-0.563214, -0.118477
0.500000, 98.658000,,-0.559863, -0.116484
0.500000, 98.659000,,-0.556515, -0.114558
0.500000, 98.660000,,-0.553074, -0.112618
0.500000, 98.661000,,-0.549695, -0.110652
0.500000, 98.662000,,-0.546296, -0.108706
0.500000, 98.663000,,-0.542871, -0.106834
0.500000, 98.664000,,-0.539482, -0.104885
0.500000, 98.665000,,-0.536044, -0.103036
0.500000, 98.666000,,-0.532663, -0.101182
0.500000, 98.667000,,-0.529230, -0.099285
0.500000, 98.668000,,-0.525849, -0.097488
0.500000, 98.669000,,-0.522404, -0.095684
0.500000, 98.670000,,-0.518972, -0.093917
0.500000, 98.671000,,-0.515598, -0.092104
0.500000, 98.672000,,-0.512227, -0.090297
0.500000, 98.673000,,-0.508758, -0.088600
0.500000, 98.674000,,-0.505323, -0.086816
0.500000, 98.675000,,-0.501928, -0.085111
0.500000, 98.676000,,-0.498537, -0.083382
0.500000, 98.677000,,-0.495123, -0.081705
0.500000, 98.678000,,-0.491679, -0.080019
0.500000, 98.679000,,-0.488253, -0.078358
0.500000, 98.680000,,-0.484851, -0.076693
0.500000, 98.681000,,-0.481389, -0.075121
0.500000, 98.682000,,-0.477966, -0.073493
0.500000, 98.683000,,-0.474510, -0.071844
0.500000, 98.684000,,-0.471148, -0.070268
0.500000, 98.685000,,-0.467745, -0.068770
0.500000, 98.686000,,-0.464265, -0.067176
0.500000, 98.687000,,-0.460863, -0.065654
0.500000, 98.688000,,-0.457408, -0.064095
0.500000, 98.689000,,-0.454015, -0.062631
0.500000, 98.690000,,-0.450547, -0.061136
0.500000, 98.691000,,-0.447106, -0.059656
0.500000, 98.692000,,-0.443734, -0.058222
0.500000, 98.693000,,-0.440315, -0.056734
0.500000, 98.694000,,-0.436878, -0.055346
0.500000, 98.695000,,-0.433433, -0.053883
0.500000, 98.696000,,-0.430009, -0.052472
0.500000, 98.697000,,-0.426615, -0.051139
0.500000, 98.698000,,-0.423160, -0.049775
0.500000, 98.699000,,-0.419743, -0.048452
0.500000, 98.700000,,-0.416288, -0.047087
0.500000, 98.701000,,-0.412926, -0.045729
0.500000, 98.702000,,-0.409470, -0.044485
0.500000, 98.703000,,-0.406037, -0.043157
0.500000, 98.704000,,-0.402570, -0.041875
0.500000, 98.705000,,-0.399238, -0.040627
0.500000, 98.706000,,-0.395787, -0.039390
0.500000, 98.707000,,-0.392360, -0.038166
0.500000, 98.708000,,-0.388994, -0.036989
0.500000, 98.709000,,-0.385486, -0.035742
0.500000, 98.710000,,-0.382133, -0.034567
0.500000, 98.711000,,-0.378762, -0.033449
0.500000, 98.712000,,-0.375307, -0.032277
0.500000, 98.713000,,-0.371873, -0.031099
0.500000, 98.714000,,-0.368489, -0.030012
0.500000, 98.715000,,-0.365000, -0.028919
0.500000, 98.716000,,-0.361619, -0.027810
0.500000, 98.717000,,-0.358250, -0.026743
0.500000, 98.718000,,-0.354870, -0.025690
0.500000, 98.719000,,-0.351427, -0.024617
0.500000, 98.720000,,-0.348051, -0.023611
0.500000, 98.721000,,-0.344607, -0.022599
0.500000, 98.722000,,-0.341246, -0.021612
0.500000, 98.723000,,-0.337850, -0.020603
0.500000, 98.724000,,-0.334455, -0.019663
0.500000, 98.725000,,-0.331002, -0.018735
0.500000, 98.726000,,-0.327666, -0.017791
0.500000, 98.727000,,-0.324329, -0.016803
0.500000, 98.728000,,-0.320921, -0.015933
0.500000, 98.729000,,-0.317500, -0.015049
0.500000, 98.730000,,-0.314117, -0.014150
0.500000, 98.731000,,-0.310754, -0.013308
0.500000, 98.732000,,-0.307417, -0.012442
0.500000, 98.733000,,-0.303993, -0.011625
0.500000, 98.734000,,-0.300612, -0.010845
0.500000, 98.735000,,-0.297284, -0.009960
0.500000, 98.736000,,-0.293883, -0.009164
0.500000, 98.737000,,-0.290550, -0.008430
0.500000, 98.738000,,-0.287118, -0.007651
0.500000, 98.739000,,-0.283798, -0.006976
0.500000, 98.740000,,-0.280441, -0.006137
0.500000, 98.741000,,-0.277119, -0.005451
0.500000, 98.742000,,-0.273719, -0.004787
0.500000, 98.743000,,-0.270382, -0.004104
0.500000, 98.744000,,-0.267028, -0.003413
0.500000, 98.745000,,-0.263689, -0.002746
0.500000, 98.746000,,-0.260381, -0.002127
0.500000, 98.747000,,-0.257026, -0.001461
0.500000, 98.748000,,-0.253726, -0.000891
0.500000, 98.749000,,-0.250391, -0.000269
0.500000, 98.750000,,-0.247020, 0.000319
0.500000, 98.751000,,-0.243725, 0.000878
0.500000, 98.752000,,-0.240395, 0.001431
0.500000, 98.753000,,-0.237077, 0.001929
0.500000, 98.754000,,-0.233834, 0.002418
0.500000, 98.755000,,-0.230502, 0.002990
0.500000, 98.756000,,-0.227182, 0.003451
0.500000, 98.757000,,-0.223861, 0.003961
0.500000, 98.758000,,-0.220608, 0.004442
0.500000, 98.759000,,-0.217287, 0.004919
0.500000, 98.760000,,-0.214010, 0.005327
0.500000, 98.761000,,-0.210692, 0.005746
0.500000, 98.762000,,-0.207419, 0.006154
0.500000, 98.763000,,-0.204169, 0.006597
0.500000, 98.764000,,-0.200895, 0.006924
0.500000, 98.765000,,-0.197609, 0.007303
0.500000, 98.766000,,-0.194372, 0.007654
0.500000, 98.767000,,-0.191051, 0.007971
0.500000, 98.768000,,-0.187788, 0.008300
0.500000, 98.769000,,-0.184590, 0.008650
0.500000, 98.770000,,-0.181340, 0.008954
0.500000, 98.771000,,-0.178072, 0.009181
0.500000, 98.772000,,-0.174844, 0.009462
0.500000, 98.773000,,-0.171629, 0.009691
0.500000, 98.774000,,-0.168388, 0.009957
0.500000, 98.775000,,-0.165130, 0.010201
0.500000, 98.776000,,-0.161946, 0.010403
0.500000, 98.777000,,-0.158756, 0.010566
0.500000, 98.778000,,-0.155477, 0.010775
0.500000, 98.779000,,-0.152363, 0.011002
0.500000, 98.780000,,-0.149118, 0.011102
0.500000, 98.781000,,-0.145890, 0.011206
0.500000, 98.782000,,-0.142740, 0.011404
0.500000, 98.783000,,-0.139542, 0.011515
0.500000, 98.784000,,-0.136331, 0.011618
0.500000, 98.785000,,-0.133234, 0.011710
0.500000, 98.786000,,-0.130022, 0.011777
0.500000, 98.787000,,-0.126851, 0.011854
0.500000, 98.788000,,-0.123761, 0.011861
0.500000, 98.789000,,-0.120550, 0.011966
0.500000, 98.790000,,-0.117446, 0.011924
0.500000, 98.791000,,-0.114254, 0.011943
0.500000, 98.792000,,-0.111097, 0.011915
0.500000, 98.793000,,-0.107995, 0.011920
0.500000, 98.794000,,-0.104917, 0.011855
0.500000, 98.795000,,-0.101670, 0.011818
0.500000, 98.796000,,-0.098670, 0.011764
0.500000, 98.797000,,-0.095539, 0.011708
0.500000, 98.798000,,-0.092411, 0.011607
0.500000, 98.799000,,-0.089311, 0.011537
0.500000, 98.800000,,-0.086247, 0.011368
0.500000, 98.801000,,-0.083102, 0.011240
0.500000, 98.802000,,-0.080063, 0.011114
0.500000, 98.803000,,-0.076996, 0.010958
0.500000, 98.804000,,-0.073884, 0.010784
0.500000, 98.805000,,-0.070883, 0.010598
0.500000, 98.806000,,-0.067802, 0.010488
0.500000, 98.807000,,-0.064793, 0.010234
0.500000, 98.808000,,-0.061732, 0.010010
0.500000, 98.809000,,-0.058710, 0.009777
0.500000, 98.810000,,-0.055661, 0.009499
0.500000, 98.811000,,-0.052604, 0.009261
0.500000, 98.812000,,-0.049582, 0.009009
0.500000, 98.813000,,-0.046608, 0.008685
0.500000, 98.814000,,-0.043666, 0.008431
0.500000, 98.815000,,-0.040634, 0.008107
0.500000, 98.816000,,-0.037640, 0.007774
0.500000, 98.817000,,-0.034574, 0.007439
0.500000, 98.818000,,-0.031648, 0.007017
0.500000, 98.819000,,-0.028670, 0.006728
0.500000, 98.820000,,-0.025748, 0.006394
0.500000, 98.821000,,-0.022780, 0.006000
0.500000, 98.822000,,-0.019798, 0.005557
0.500000, 98.823000,,-0.016861, 0.005145
0.500000, 98.824000,,-0.013951, 0.004776
0.500000, 98.825000,,-0.011044, 0.004315
0.500000, 98.826000,,-0.008073, 0.003815
0.500000, 98.827000,,-0.005165, 0.003480
0.500000, 98.828000,,-0.002280, 0.002975
0.500000, 98.829000,,0.000669, 0.002445
0.500000, 98.830000,,0.003512, 0.001945
0.500000, 98.831000,,0.006422, 0.001481
0.500000, 98.832000,,0.009246, 0.000932
0.500000, 98.833000,,0.012172, 0.000442
0.500000, 98.834000,,0.015028, -0.000142
0.500000, 98.835000,,0.017845, -0.000668
0.500000, 98.836000,,0.020708, -0.001188
0.500000, 98.837000,,0.023575, -0.001805
0.500000, 98.838000,,0.026362, -0.002430
0.500000, 98.839000,,0.029236, -0.002999
0.500000, 98.840000,,0.032048, -0.003657
0.500000, 98.841000,,0.034852, -0.004295
0.500000, 98.842000,,0.037652, -0.004929
0.500000, 98.843000,,0.040462, -0.005568
0.500000, 98.844000,,0.043191, -0.006213
0.500000, 98.845000,,0.046003, -0.006920
0.500000, 98.846000,,0.048801, -0.007549
0.500000, 98.847000,,0.051542, -0.008283
0.500000, 98.848000,,0.054348, -0.008932
0.500000, 98.849000,,0.057026, -0.009688
0.500000, 98.850000,,0.059839, -0.010468
0.500000, 98.851000,,0.062524, -0.011160
0.500000, 98.852000,,0.065227, -0.011940
0.500000, 98.853000,,0.067941, -0.012663
0.500000, 98.854000,,0.070667, -0.013510
0.500000, 98.855000,,0.073363, -0.014318
0.500000, 98.856000,,0.076008, -0.015085
0.500000, 98.857000,,0.078743, -0.015907
0.500000, 98.858000,,0.081401, -0.016686
0.500000, 98.859000,,0.084049, -0.017532
0.500000, 98.860000,,0.086703, -0.018419
0.500000, 98.861000,,0.089366, -0.019235
0.500000, 98.862000,,0.091995, -0.020093
0.500000, 98.863000,,0.094638, -0.020956
0.500000, 98.864000,,0.097208, -0.021859
0.500000, 98.865000,,0.099823, -0.022754
0.500000, 98.866000,,0.102478, -0.023656
0.500000, 98.867000,,0.105082, -0.024603
0.500000, 98.868000,,0.107655, -0.025530
0.500000, 98.869000,,0.110189, -0.026485
0.500000, 98.870000,,0.112821, -0.027459
0.500000, 98.871000,,0.115341, -0.028368
0.500000, 98.872000,,0.117866, -0.029355
0.500000, 98.873000,,0.120460, -0.030330
0.500000, 98.874000,,0.122976, -0.031345
0.500000, 98.875000,,0.125448, -0.032367
0.500000, 98.876000,,0.128019, -0.033348
0.500000, 98.877000,,0.130481, -0.034444
0.500000, 98.878000,,0.132977, -0.035450
0.500000, 98.879000,,0.135476, -0.036464
0.500000, 98.880000,,0.137971, -0.037579
0.500000, 98.881000,,0.140433, -0.038610
0.500000, 98.882000,,0.142818, -0.039652
0.500000, 98.883000,,0.145354, -0.040807
0.500000, 98.884000,,0.147734, -0.041893
0.500000, 98.885000,,0.150192, -0.042976
0.500000, 98.886000,,0.152685, -0.044091
0.500000, 98.887000,,0.155043, -0.045262
0.500000, 98.888000,,0.157444, -0.046335
0.500000, 98.889000,,0.159834, -0.047488
0.500000, 98.890000,,0.162240, -0.048653
0.500000, 98.891000,,0.164564, -0.049846
0.500000, 98.892000,,0.167008, -0.050997
0.500000, 98.893000,,0.169329, -0.052183
0.500000, 98.894000,,0.171647, -0.053382
0.500000, 98.895000,,0.173980, -0.054564
0.500000, 98.896000,,0.176284, -0.055773
0.500000, 98.897000,,0.178644, -0.057013
